total_amount,avg_review,diff_first_today,diff_first_last,recency,frequency,customer_city,customer_state
32.09,4.0,1307,0,8.575124745888006,1,2315,18
73.48,5.0,1516,0,15.441795519415184,4,1051,17
51.69,5.0,1268,0,7.293784266617385,1,181,4
32.38,3.0,1106,0,1.9712930450317254,1,796,17
106.85,5.0,1246,0,6.5709768167724185,1,3173,25
288.79,5.0,1047,0,0.03285488408386209,1,193,25
48.52,5.0,1446,0,13.141953633544837,1,1926,10
156.82,1.0,1081,0,1.149920942935173,1,2168,25
144.68,5.0,1412,0,12.024887574693526,1,2272,18
46.01,5.0,1330,0,9.330787079816835,1,2917,18
47.68,4.0,1147,0,3.3183432924700713,1,3328,25
39.6,4.0,1173,0,4.172570278650485,1,1955,23
160.57999999999998,4.0,1361,0,10.349288486416558,2,3173,25
56.39,5.0,1047,0,0.03285488408386209,1,3173,25
73.34,5.0,1270,0,7.359494034785109,1,2969,25
267.41,4.0,1099,0,1.7413088564446908,1,1911,22
216.82,5.0,1356,0,10.18501406599725,1,3287,25
220.09,5.0,1343,217,2.6283907267089672,2,3030,10
52.23,5.0,1189,0,4.698248423992279,1,3288,17
123.69,2.0,1192,0,4.796813076243866,1,751,25
53.27,5.0,1184,0,4.533974003572968,1,3328,25
146.68,5.0,1222,0,5.782459598759728,1,1412,25
169.37,5.0,1139,0,3.0555042197991744,1,2542,17
27.4,5.0,1090,0,1.445614899689932,1,3328,25
67.77,3.0,1215,0,5.552475410172693,1,3173,25
462.56,5.0,1315,0,8.837963818558903,1,1412,25
67.5,5.0,1110,0,2.102712581367174,1,3657,10
142.46,5.0,1279,0,7.655187991539868,2,413,10
209.48,5.0,1215,0,5.552475410172693,1,266,20
97.89,5.0,1405,0,11.79490338610649,1,1332,8
26.6,5.0,1224,0,5.848169366927452,1,2917,18
108.46,5.0,1057,0,0.361403724922483,1,1923,4
125.52,5.0,1093,0,1.5441795519415182,1,3477,25
143.71,4.0,1285,0,7.85231729604304,1,1802,8
31.09,4.0,1100,0,1.7741637405285529,1,2917,18
1866.7,1.0,1243,0,6.472412164520832,1,1381,22
65.07,5.0,1207,0,5.289636337501797,1,2905,18
107.03,5.0,1134,0,2.891229799379864,1,3559,16
103.55,5.0,1299,0,8.31228567321711,1,649,25
77.57,5.0,1218,0,5.65104006242428,1,1332,8
128.02,5.0,1363,0,10.414998254584283,1,3206,22
147.67,5.0,1170,0,4.0740056263988995,1,2614,25
42.47,3.0,1240,0,6.373847512269246,1,2929,22
35.86,5.0,1437,0,12.846259676790078,1,2168,25
98.51,5.0,1314,0,8.80510893447504,1,3328,25
171.61,4.0,1368,0,10.579272675003594,1,3328,25
108.0,3.0,1148,0,3.3511981765539334,1,3378,18
45.62,1.0,1198,0,4.993942380747038,1,1264,5
51.11,4.0,1099,0,1.7413088564446908,1,2516,22
76.17,4.0,1273,0,7.4580586870366945,1,1954,17
54.72,5.0,1050,0,0.13141953633544837,1,1857,12
503.5399999999999,4.6,1386,191,4.895377728495451,10,3328,25
66.1,5.0,1188,0,4.665393539908417,1,2917,18
132.24,5.0,1383,0,11.072095936261524,1,1033,25
168.44,5.0,1386,0,11.170660588513112,4,2917,18
101.36,5.0,1111,0,2.135567465451036,1,3328,25
58.17,5.0,1281,0,7.720897759707592,1,3328,25
243.69,1.0,1169,0,4.041150742315037,1,3373,22
436.5,5.0,1306,0,8.542269861804144,1,1365,16
155.25,5.0,1057,0,0.361403724922483,1,1051,17
288.8,5.0,1076,0,0.9856465225158627,3,354,4
186.43,5.0,1477,0,14.160455040144562,1,2917,18
51.69,1.0,1194,0,4.86252284441159,1,1041,12
212.83,5.0,1071,0,0.8213721020965523,1,398,25
100.34,5.0,1194,0,4.86252284441159,1,508,6
267.41,5.0,1394,0,11.433499661184008,1,1090,10
281.96,5.0,1259,0,6.998090309862626,1,1055,13
33.99,3.0,1124,0,2.562680958541243,1,390,25
170.01,4.0,1137,0,2.9897944516314503,1,1402,25
479.56,5.0,1429,151,7.622333107456005,2,3179,25
83.5,5.0,1057,0,0.361403724922483,1,1029,22
77.6,2.0,1166,0,3.942586090063451,1,1555,10
246.92,4.0,1202,0,5.125361917082486,1,3431,4
276.08,1.0,1235,0,6.2095730918499354,1,267,25
224.78,5.0,1143,0,3.186923756134623,2,3328,25
111.39,3.0,1394,0,11.433499661184008,1,1200,4
192.5,4.0,1227,0,5.946734019179039,1,3328,25
188.94,5.0,1252,0,6.768106121275591,1,3128,25
174.14,4.0,1109,0,2.069857697283312,1,236,25
749.44,1.0,1204,0,5.19107168525021,1,674,12
167.69,1.0,1435,0,12.780549908622353,1,3160,25
168.29,5.0,1271,198,0.8870818702642764,3,3656,10
80.67,4.0,1315,0,8.837963818558903,1,104,19
72.76,4.0,1197,0,4.9610874966631755,1,1959,25
149.69,4.0,1231,0,6.078153555514487,1,3287,25
201.83,5.0,1482,0,14.324729460563871,1,2601,18
140.49,4.0,1171,0,4.106860510482761,1,3004,4
287.77,5.0,1058,0,0.3942586090063451,1,3789,25
333.43,5.0,1177,0,4.303989814985934,1,1863,25
78.5,5.0,1053,0,0.22998418858703465,1,1248,23
427.88,2.0,1320,0,9.002238238978213,2,3780,4
66.78,5.0,1305,0,8.509414977720281,1,3328,25
229.48,1.0,1194,0,4.86252284441159,4,3212,18
133.35,3.0,1088,0,1.379905131522208,1,3561,18
152.42,5.0,1152,0,3.4826177128893816,1,3282,25
635.84,4.25,1433,22,11.992032690609664,4,3328,25
41.0,5.0,1225,0,5.881024251011314,1,1843,23
36.01,5.0,1273,0,7.4580586870366945,1,1584,22
390.97,5.0,1379,0,10.940676399926076,2,3287,25
663.88,4.5,1413,134,7.655187991539868,2,756,10
168.36,3.0,1174,0,4.205425162734348,1,3241,10
156.33,3.0,1330,0,9.330787079816835,1,3328,25
49.77,3.0,1147,0,3.3183432924700713,1,3328,25
74.16,5.0,1356,0,10.18501406599725,1,2315,18
221.88,5.0,1295,0,8.180866136881662,1,2917,18
51.1,5.0,1365,0,10.480708022752006,1,2740,22
174.96,5.0,1350,0,9.987884761494076,1,2705,10
85.73,5.0,1130,0,2.759810263044416,1,2917,18
464.86,3.0,1264,0,7.1623647302819355,1,62,9
41.78,5.0,1195,0,4.895377728495451,1,2125,4
44.06,5.0,1413,0,12.057742458777387,1,3762,17
142.07,5.0,1369,0,10.612127559087456,1,3328,25
76.02,5.0,1437,0,12.846259676790078,1,2650,25
1139.27,5.0,1147,0,3.3183432924700713,1,1181,4
401.12,3.6666666666666665,1081,0,1.149920942935173,3,961,10
67.21,5.0,1060,0,0.4599683771740693,1,3656,10
91.72,4.0,1424,24,11.63062896568718,2,249,10
75.06,1.0,1254,0,6.833815889443315,1,3212,18
107.1,4.0,1081,0,1.149920942935173,1,2917,18
214.76,5.0,1340,0,9.659335920655455,1,1926,10
172.97,5.0,1171,0,4.106860510482761,1,2917,18
106.67,3.0,1295,0,8.180866136881662,1,3535,25
144.1,4.0,1090,0,1.445614899689932,1,2003,18
41.13,2.0,1047,0,0.03285488408386209,1,755,22
28.0,1.0,1097,0,1.6755990882769667,1,508,6
139.96,1.0,1082,0,1.1827758270190354,1,2227,25
114.4,5.0,1196,0,4.928232612579314,1,1051,17
173.24,5.0,1458,0,13.536212242551182,1,1563,4
118.03,1.0,1485,0,14.423294112815459,1,2680,4
61.91,1.0,1095,0,1.6098893201092426,1,2911,25
118.64,5.0,1075,0,0.9527916384320007,1,3328,25
136.46,4.0,1264,0,7.1623647302819355,1,3328,25
58.59,5.0,1268,0,7.293784266617385,1,2536,25
190.48,4.0,1179,0,4.3696995831536585,1,2917,18
46.99,5.0,1463,0,13.700486662970492,1,3787,18
43.1,4.0,1160,0,3.7454567855602785,1,3057,10
134.66,5.0,1201,0,5.092507032998625,1,2917,18
62.79,5.0,1089,0,1.41276001560607,1,1661,25
178.27,5.0,1180,0,4.40255446723752,1,3328,25
47.61,5.0,1078,0,1.051356290683587,1,413,10
124.18,5.0,1478,0,14.193309924228423,1,1299,15
482.38,5.0,1394,0,11.433499661184008,1,3723,25
220.37,5.0,1077,0,1.0185014065997249,1,3160,25
826.16,5.0,1154,0,3.5483274810571057,1,3179,25
412.96,4.6,1098,14,1.2484855951867595,5,3701,25
193.31,1.0,1144,0,3.219778640218485,1,508,6
166.59,5.0,1188,0,4.665393539908417,1,413,10
205.28,4.0,1152,0,3.4826177128893816,1,3328,25
56.6,1.0,1151,0,3.4497628288055195,1,2917,18
333.15000000000003,4.5,1352,84,7.293784266617385,2,1412,25
237.44,2.5,1144,88,0.3285488408386209,4,3328,25
503.5399999999999,4.6,1386,191,4.895377728495451,10,3328,25
338.68,1.0,1603,0,18.300170434711184,1,2062,18
31.75,2.0,1245,0,6.538121932688556,1,1941,25
1022.4399999999999,4.0,1192,0,4.796813076243866,4,3004,4
135.51,5.0,1192,0,4.796813076243866,1,2917,18
161.17,5.0,1399,0,11.597774081603319,1,3550,17
138.6,1.0,1110,0,2.102712581367174,1,1393,17
308.61,1.0,1148,0,3.3511981765539334,1,2917,18
47.3,3.0,1456,0,13.470502474383457,1,3298,9
115.64,5.0,1135,0,2.924084683463726,1,3391,23
138.17,4.0,1409,0,11.926322922441939,1,1298,4
17.4,4.0,1091,0,1.4784697837737941,1,2697,25
130.56,5.0,1212,0,5.453910757921107,1,649,25
23.72,4.0,1126,0,2.6283907267089672,1,649,25
74.43,5.0,1104,0,1.9055832768640013,1,1229,25
212.83,2.0,1084,0,1.2484855951867595,1,3328,25
32.68,5.0,1293,0,8.115156368713937,1,3328,25
34.53,5.0,1302,0,8.410850325468695,1,3328,25
234.76,3.6666666666666665,1282,159,2.529826074457381,3,1742,17
46.1,5.0,1173,0,4.172570278650485,1,413,10
208.59,4.0,1486,0,14.456148996899321,1,2917,18
67.22,4.0,1065,0,0.6242427975933798,1,1555,10
148.45,1.0,1082,0,1.1827758270190354,1,1858,10
60.05,5.0,1423,0,12.386291299616008,1,2272,18
102.03,5.0,1390,0,11.30208012484856,1,1583,25
256.05,5.0,1279,0,7.655187991539868,1,2917,18
1274.51,5.0,1192,0,4.796813076243866,1,1954,17
293.7,4.0,1160,0,3.7454567855602785,1,2917,18
52.0,5.0,1253,0,6.800961005359453,1,3328,25
46.84,5.0,1264,0,7.1623647302819355,1,3328,25
137.99,4.0,1190,0,4.7311033080761415,1,3328,25
172.44,4.0,1047,0,0.03285488408386209,1,3328,25
155.14,5.0,1293,0,8.115156368713937,1,3580,10
54.53,2.0,1109,0,2.069857697283312,1,2967,12
89.62,5.0,1236,0,6.242427975933797,1,124,22
637.81,5.0,1485,0,14.423294112815459,1,266,20
239.62,4.0,1291,2,7.983736832378488,2,3594,22
157.26,5.0,1405,0,11.79490338610649,1,2768,25
48.44,3.0,1119,0,2.398406538121933,1,3328,25
296.6,1.0,1066,0,0.6570976816772418,5,413,10
1387.3400000000001,3.0,1194,0,4.86252284441159,4,508,6
190.35,5.0,1366,0,10.513562906835869,1,1843,23
37.0,4.0,1146,0,3.2854884083862093,1,2601,18
234.46,5.0,1155,0,3.5811823651409678,1,2089,25
60.0,5.0,1272,0,7.425203802952833,1,1332,8
116.11,3.5,1211,76,2.924084683463726,2,3328,25
62.01,5.0,1246,0,6.5709768167724185,1,1835,10
64.05,3.0,1062,0,0.5256781453417935,1,3328,25
106.16,4.0,1268,0,7.293784266617385,1,2705,10
189.37,5.0,1111,0,2.135567465451036,1,2272,18
201.61,1.0,1442,0,13.010534097209389,1,1264,5
265.12,5.0,1129,0,2.7269553789605534,1,1232,17
104.38,5.0,1447,0,13.1748085176287,1,2917,18
234.77,5.0,1151,0,3.4497628288055195,1,3328,25
207.99,5.0,1258,77,4.435409351321383,2,3328,25
21.09,4.0,1082,0,1.1827758270190354,1,3328,25
317.26,5.0,1096,0,1.6427442041931046,1,3173,25
17.64,1.0,1111,0,2.135567465451036,1,2003,18
192.5,5.0,1124,0,2.562680958541243,1,2917,18
92.2,5.0,1158,0,3.6797470173925544,2,2917,18
19.92,5.0,1063,0,0.5585330294256555,1,3328,25
204.25,5.0,1142,0,3.1540688720507606,1,1272,25
190.37,5.0,1211,0,5.421055873837245,1,3232,18
81.92,5.0,1322,0,9.067948007145937,1,413,10
120.84,5.0,1471,0,13.963325735641389,1,315,10
173.04,3.5,1341,199,3.1540688720507606,2,1051,17
86.36,1.0,1086,0,1.3141953633544836,1,2601,18
127.74,4.0,1069,0,0.7556623339288281,1,649,25
494.51,5.0,1281,218,0.5585330294256555,6,3328,25
362.89,1.0,1189,0,4.698248423992279,2,2917,18
80.2,5.0,1382,0,11.039241052177664,1,1398,17
304.98,2.5,1225,0,5.881024251011314,4,508,6
51.13,4.0,1052,0,0.19712930450317254,1,3328,25
186.03,5.0,1119,0,2.398406538121933,1,413,10
67.53,5.0,1304,0,8.47656009363642,1,408,13
81.67999999999999,4.5,1447,247,5.059652148914762,2,1412,25
178.48000000000002,4.0,1342,161,4.435409351321383,2,3796,23
78.6,5.0,1486,0,14.456148996899321,1,3779,7
43.22,1.0,1069,0,0.7556623339288281,1,2868,18
77.55,5.0,1110,0,2.102712581367174,1,3328,25
266.7,5.0,1381,0,11.006386168093801,1,3328,25
288.46,3.0,1415,0,12.123452226945112,1,3328,25
134.45,3.0,1246,0,6.5709768167724185,1,1863,25
921.05,1.0,1337,0,9.560771268403869,1,2917,18
46.84,5.0,1394,0,11.433499661184008,1,3328,25
967.34,4.75,1396,111,7.85231729604304,4,276,22
161.61,2.3333333333333335,1166,0,3.942586090063451,3,3328,25
366.85,5.0,1138,0,3.0226493357153124,1,3128,25
86.02,4.0,1301,0,8.377995441384833,1,649,25
63.23,5.0,1054,0,0.26283907267089673,1,1051,17
78.0,4.0,1090,0,1.445614899689932,1,3627,23
232.71,5.0,1231,0,6.078153555514487,1,2917,18
852.37,1.0,1292,0,8.082301484630074,1,1396,7
210.2,5.0,1295,0,8.180866136881662,1,2158,25
141.07,1.0,1134,0,2.891229799379864,2,1041,12
189.76,3.0,1140,0,3.0883591038830365,3,1391,10
503.5399999999999,4.6,1386,191,4.895377728495451,10,3328,25
113.49000000000001,5.0,1265,0,7.195219614365798,2,3328,25
31.27,5.0,1195,0,4.895377728495451,1,3328,25
159.69,1.0,1214,0,5.519620526088832,1,1132,18
128.88,2.0,1449,0,13.240518285796423,1,2913,18
136.99,5.0,1186,0,4.599683771740692,1,2272,18
145.65,4.0,1371,0,10.67783732725518,1,1551,10
1380.6,5.0,1374,0,10.776401979506765,3,2387,25
77.95,5.0,1208,0,5.322491221585659,1,2844,25
85.14,4.0,1393,0,11.400644777100146,1,2650,25
32.09,5.0,1101,0,1.8070186246124151,1,2917,18
71.37,5.0,1279,0,7.655187991539868,1,202,24
99.74,4.0,1329,0,9.297932195732972,1,547,10
106.87,1.0,1110,0,2.102712581367174,1,708,22
153.98,1.0,1362,0,10.38214337050042,1,2315,18
118.26,2.0,1172,0,4.139715394566624,1,1926,10
37.8,4.0,1131,0,2.792665147128278,1,2740,22
295.12,5.0,1199,0,5.0267972648309,3,3328,25
49.4,5.0,1166,0,3.942586090063451,1,1954,17
44.05,4.0,1145,0,3.252633524302347,1,786,9
776.39,4.0,1318,0,8.936528470810488,1,1296,15
57.64,1.0,1489,0,14.554713649150907,1,2917,18
540.69,4.5,1381,320,0.49282326125793136,6,3779,7
116.85,3.0,1116,0,2.299841885870346,1,3328,25
210.47,4.0,1134,0,2.891229799379864,1,508,6
428.08,5.0,1194,0,4.86252284441159,1,2740,22
233.63,5.0,1118,0,2.3655516540380708,1,3173,25
84.23,5.0,1339,0,9.626481036571592,1,2868,18
105.37,4.0,1309,0,8.64083451405573,1,2026,10
162.65,4.0,1125,0,2.595535842625105,1,3328,25
28.17,5.0,1141,0,3.1212139879668985,1,324,23
126.48,4.0,1219,0,5.683894946508142,1,2917,18
212.93,5.0,1118,0,2.3655516540380708,3,2310,18
165.54,1.0,1151,0,3.4497628288055195,1,2272,18
694.55,3.5,1404,296,2.0370028131994498,2,188,8
137.99,5.0,1171,0,4.106860510482761,1,2524,10
42.68,3.0,1256,0,6.899525657611039,1,2797,25
688.98,5.0,1102,0,1.8398735086962772,4,3328,25
201.84,4.0,1095,0,1.6098893201092426,1,413,10
140.33,5.0,1122,0,2.496971190373519,1,3328,25
31.38,5.0,1276,0,7.556623339288281,1,206,25
44.66,5.0,1200,0,5.059652148914762,1,3173,25
53.51,4.0,1488,0,14.521858765067044,1,1145,25
37.1,1.0,1131,0,2.792665147128278,1,3777,22
340.26,5.0,1110,0,2.102712581367174,2,3328,25
34.7,1.0,1230,0,6.045298671430625,1,1858,10
141.64,3.0,1298,0,8.279430789133247,1,2254,19
157.34,4.0,1116,0,2.299841885870346,1,1476,22
181.78,5.0,1276,0,7.556623339288281,1,307,25
103.55000000000001,4.0,1297,0,8.246575905049385,1,2647,25
144.46,5.0,1307,42,7.195219614365798,2,3328,25
57.63,4.0,1282,0,7.7537526437914535,1,2158,25
118.13,5.0,1196,0,4.928232612579314,1,2996,25
174.77,3.0,1108,0,2.0370028131994498,1,3328,25
36.75,5.0,1333,0,9.42935173206842,1,3328,25
155.73,5.0,1185,0,4.566828887656831,1,3441,10
26.87,5.0,1097,0,1.6755990882769667,1,3779,7
71.82000000000001,4.0,1260,0,7.030945193946487,1,3510,25
214.08,5.0,1069,0,0.7556623339288281,1,3328,25
1675.68,5.0,1392,0,11.367789893016283,2,1051,17
81.37,3.5,1290,55,6.2095730918499354,2,2995,25
74.16,5.0,1304,0,8.47656009363642,1,273,18
405.03,5.0,1298,238,0.4599683771740693,3,3699,4
33.09,3.0,1341,0,9.692190804739317,1,2917,18
138.08,3.0,1299,0,8.31228567321711,1,755,22
44.59,4.0,1125,0,2.595535842625105,1,3328,25
229.48,1.0,1194,0,4.86252284441159,4,3212,18
201.72,4.333333333333333,1331,77,6.833815889443315,3,3328,25
693.2,5.0,1106,52,0.26283907267089673,3,3489,25
408.70000000000005,3.6666666666666665,1475,292,4.501119119489107,3,3328,25
120.16,4.0,1181,0,4.435409351321383,1,3328,25
102.24000000000001,4.5,1610,359,6.735251237191728,2,3328,25
117.43,3.0,1069,0,0.7556623339288281,1,1332,8
156.39,1.0,1261,0,7.06380007803035,1,333,25
170.43,5.0,1122,0,2.496971190373519,1,3328,25
31.38,5.0,1117,0,2.3326967699542087,1,3173,25
44.53,5.0,1087,0,1.3470502474383457,1,3212,18
126.89,3.0,1330,0,9.330787079816835,1,2287,11
1963.14,4.0,1059,0,0.4271134930902072,1,2150,25
61.13,1.0,1086,0,1.3141953633544836,1,708,22
182.68,5.0,1204,0,5.19107168525021,1,3179,25
148.5,4.0,1313,0,8.772254050391178,3,2159,25
273.0,5.0,1263,34,6.012443787346763,2,2740,22
84.25,5.0,1337,0,9.560771268403869,1,2646,25
315.67,5.0,1138,0,3.0226493357153124,2,961,10
422.37,3.6666666666666665,1448,209,6.340992628185384,3,2377,1
153.09,5.0,1111,0,2.135567465451036,1,3328,25
140.78,4.0,1239,0,6.340992628185384,1,2917,18
146.54,4.0,1279,0,7.655187991539868,1,1248,23
143.43,3.0,1139,0,3.0555042197991744,1,2393,25
81.63,1.0,1277,0,7.589478223372143,1,3328,25
162.64,5.0,1253,87,3.942586090063451,2,579,22
363.39,1.0,1606,0,18.39873508696277,1,3328,25
135.08,4.0,1246,0,6.5709768167724185,1,439,7
57.62,4.0,1469,0,13.897615967473664,1,2917,18
66.1,5.0,1111,0,2.135567465451036,1,3328,25
527.92,1.0,1316,0,8.870818702642765,4,2917,18
154.83,5.0,1259,0,6.998090309862626,3,2436,17
23.86,5.0,1424,0,12.419146183699871,1,3328,25
205.39999999999998,5.0,1474,282,4.796813076243866,2,3328,25
72.14,1.0,1173,0,4.172570278650485,1,1330,8
36.51,3.0,1485,0,14.423294112815459,1,961,10
199.07,4.0,1312,0,8.739399166307317,1,1904,10
138.68,5.0,1192,0,4.796813076243866,1,3514,12
846.01,5.0,1495,0,14.751842953654078,6,708,22
135.67,5.0,1163,0,3.8440214378118647,1,3004,4
279.18,1.0,1350,0,9.987884761494076,1,2917,18
321.41,1.0,1062,0,0.5256781453417935,1,1718,10
1072.59,5.0,1277,0,7.589478223372143,1,2917,18
28.099999999999998,5.0,1247,0,6.60383170085628,1,3367,25
63.16,5.0,1224,0,5.848169366927452,1,649,25
503.5399999999999,4.6,1386,191,4.895377728495451,10,3328,25
48.23,1.0,1065,0,0.6242427975933798,1,3414,7
620.44,4.0,1209,0,5.355346105669521,1,1790,23
997.3199999999999,4.857142857142857,1302,170,2.82552003121214,7,1776,25
192.56,3.0,1417,0,12.189161995112835,1,3016,25
46.63,1.0,1245,0,6.538121932688556,1,148,13
39.96,5.0,1446,0,13.141953633544837,1,1000,25
54.58,1.0,1088,0,1.379905131522208,1,3328,25
139.29,5.0,1355,0,10.152159181913387,1,3559,16
156.94,3.0,1078,0,1.051356290683587,1,413,10
120.22,2.0,1098,0,1.7084539723608287,1,2917,18
129.22,4.0,1396,0,11.499209429351732,1,2408,20
154.3,5.0,1392,0,11.367789893016283,1,2392,17
173.79999999999998,4.0,1311,0,8.706544282223454,2,2183,25
75.62,5.0,1448,0,13.20766340171256,1,2462,10
113.62,5.0,1295,0,8.180866136881662,1,1412,25
96.8,5.0,1206,0,5.2567814534179345,1,1051,17
55.04,5.0,1075,0,0.9527916384320007,1,3328,25
280.72,5.0,1060,0,0.4599683771740693,1,2132,22
72.86,5.0,1240,0,6.373847512269246,1,2818,17
500.15,3.0,1092,7,1.2813404792706216,2,649,25
219.72,5.0,1110,0,2.102712581367174,2,3328,25
273.88,3.3333333333333335,1330,0,9.330787079816835,3,2806,10
474.97,1.0,1085,0,1.2813404792706216,1,1264,5
52.1,5.0,1440,0,12.944824329041664,1,2917,18
79.61,4.0,1446,0,13.141953633544837,1,2991,10
199.41,5.0,1442,0,13.010534097209389,1,236,25
154.99,1.0,1202,0,5.125361917082486,1,3749,10
244.35,5.0,1079,0,1.084211174767449,3,2159,25
345.52,4.0,1403,336,0.689952565761104,2,2715,17
28.77,5.0,1477,0,14.160455040144562,1,387,26
55.05,2.0,1210,0,5.388200989753383,1,508,6
32.63,4.0,1188,0,4.665393539908417,1,2855,15
35.09,5.0,1235,0,6.2095730918499354,1,3356,10
253.98000000000002,3.6666666666666665,1294,0,8.148011252797799,3,3328,25
143.92,5.0,1359,0,10.283578718248835,1,2402,25
997.96,3.0,1425,164,7.06380007803035,2,652,1
77.56,1.0,1183,0,4.501119119489107,1,2917,18
155.78,5.0,1212,32,4.40255446723752,2,3489,25
185.98000000000002,5.0,1294,3,8.049446600546213,2,1412,25
52.73,5.0,1228,0,5.979588903262901,1,1000,25
39.6,1.0,1192,0,4.796813076243866,1,2917,18
73.64,3.0,1283,0,7.786607527875316,1,2917,18
58.49,5.0,1196,0,4.928232612579314,1,649,25
47.42,1.0,1219,0,5.683894946508142,1,273,18
50.75,5.0,1196,0,4.928232612579314,1,3723,25
137.98,5.0,1348,0,9.922174993326351,2,2588,10
365.47,2.6666666666666665,1279,174,1.9384381609478634,3,2761,20
155.76,1.0,1061,0,0.49282326125793136,1,1264,5
122.12,5.0,1224,171,0.22998418858703465,2,1956,25
739.44,2.0,1103,0,1.8727283927801393,4,3328,25
178.58,4.0,1129,0,2.7269553789605534,1,3631,13
63.5,4.0,1265,0,7.195219614365798,1,1736,25
27.36,4.0,1393,0,11.400644777100146,1,3328,25
121.97,5.0,1082,0,1.1827758270190354,1,3338,22
51.78,5.0,1099,0,1.7413088564446908,1,688,13
723.48,5.0,1426,0,12.484855951867594,1,3037,22
806.4699999999999,4.2,1328,281,0.03285488408386209,5,1415,10
42.03,5.0,1294,0,8.148011252797799,1,1359,22
59.34,5.0,1233,0,6.143863323682211,1,3328,25
64.0,4.0,1193,0,4.829667960327727,1,3527,25
60.63,5.0,1294,0,8.148011252797799,1,3328,25
456.45000000000005,1.0,1104,0,1.9055832768640013,3,2848,18
225.71,5.0,1190,0,4.7311033080761415,1,2917,18
153.36,3.0,1267,0,7.260929382533522,1,790,9
139.38,5.0,1172,0,4.139715394566624,1,2917,18
104.7,2.0,1416,0,12.156307111028974,1,1838,10
42.27,5.0,1139,0,3.0555042197991744,1,2505,19
77.78,5.0,1110,0,2.102712581367174,1,284,25
229.48,1.0,1194,0,4.86252284441159,4,3212,18
97.72,5.0,1104,0,1.9055832768640013,1,3128,25
286.14,5.0,1167,88,1.084211174767449,2,2917,18
24.1,5.0,1168,0,4.008295858231175,1,374,18
46.0,5.0,1310,0,8.673689398139592,1,3779,7
144.99,5.0,1206,0,5.2567814534179345,1,737,23
143.83,4.0,1106,0,1.9712930450317254,1,1670,25
791.7700000000001,5.0,1391,0,11.33493500893242,3,508,6
103.75,5.0,1133,0,2.858374915296002,1,3787,18
62.52,5.0,1449,0,13.240518285796423,1,375,23
292.34,5.0,1266,0,7.2280744984496605,1,1954,17
167.51,5.0,1210,0,5.388200989753383,1,2917,18
29.5,4.0,1365,0,10.480708022752006,1,508,6
70.72,5.0,1187,0,4.632538655824555,1,502,25
80.89,1.0,1149,0,3.3840530606377954,1,2917,18
1267.2,3.5,1238,148,1.445614899689932,2,1272,25
31.69,3.0,1144,0,3.219778640218485,1,442,18
148.18,5.0,1148,0,3.3511981765539334,1,1956,25
39.96,4.0,1428,0,12.55056572003532,1,3328,25
147.15,1.0,1146,0,3.2854884083862093,1,3212,18
131.16,2.0,1104,0,1.9055832768640013,1,2270,18
228.70999999999998,3.6666666666666665,1185,0,4.566828887656831,3,3004,4
66.23,4.0,1069,0,0.7556623339288281,1,1760,22
197.99,5.0,1078,0,1.051356290683587,1,1574,5
98.15,5.0,1271,0,7.39234891886897,1,3287,25
75.25,4.0,1063,0,0.5585330294256555,1,3391,23
45.09,3.0,1124,0,2.562680958541243,1,367,18
214.97,5.0,1312,19,8.115156368713937,3,1837,14
42.38,5.0,1169,0,4.041150742315037,1,1051,17
31.86,1.0,1448,0,13.20766340171256,1,1300,25
314.84,5.0,1377,0,10.874966631758353,1,2917,18
225.66,5.0,1133,0,2.858374915296002,1,1227,25
83.23,1.0,1290,0,8.01659171646235,1,2917,18
28.67,5.0,1121,0,2.464116306289657,1,3328,25
192.66,5.0,1306,0,8.542269861804144,1,3328,25
76.66,5.0,1176,0,4.271134930902072,1,1051,17
99.22,5.0,1314,0,8.80510893447504,1,3282,25
138.6,3.0,1181,0,4.435409351321383,1,1954,17
46.0,1.0,1097,0,1.6755990882769667,1,3768,7
369.4,5.0,1483,0,14.357584344647734,5,292,10
88.9,5.0,1064,0,0.5913879135095177,1,1004,25
151.27,3.0,1269,120,3.3840530606377954,2,3127,25
135.17,4.0,1271,0,7.39234891886897,1,2452,22
61.32,1.0,1361,0,10.349288486416558,1,3328,25
21.77,5.0,1106,0,1.9712930450317254,1,3328,25
109.15,5.0,1345,213,2.82552003121214,2,2905,18
131.06,3.0,1098,0,1.7084539723608287,1,40,15
66.64,3.0,1193,0,4.829667960327727,1,2917,18
151.18,1.0,1411,0,11.992032690609664,1,3494,25
221.79,4.0,1305,0,8.509414977720281,1,508,6
167.92,5.0,1069,0,0.7556623339288281,1,508,6
45.95,5.0,1436,0,12.813404792706216,1,188,8
34.77,5.0,1131,0,2.792665147128278,1,3328,25
25.5,1.0,1102,0,1.8398735086962772,1,527,25
51.0,5.0,1241,0,6.406702396353108,1,432,10
135.49,4.0,1093,0,1.5441795519415182,1,3657,10
111.89,5.0,1285,0,7.85231729604304,1,3484,25
173.83,5.0,1223,0,5.81531448284359,3,2917,18
98.51,1.0,1217,0,5.6181851783404175,1,3328,25
39.09,5.0,1189,0,4.698248423992279,1,2315,18
116.94,5.0,1193,0,4.829667960327727,1,413,10
148.15,3.0,1323,0,9.1008028912298,1,422,22
119.99,5.0,1402,0,11.696338733854905,1,413,10
