total_amount,avg_review,diff_first_today,diff_first_last,recency,frequency,customer_city,customer_state,purchased
265.55,2.0,1158,0,3.5483274810571057,1,2917,18,0
129.91,1.0,1392,0,11.236370356680835,1,2917,18,0
222.48,5.0,1053,0,0.09856465225158627,1,2892,10,0
145.52,4.0,1122,0,2.3655516540380708,1,3328,25,0
168.29,4.0,1314,0,8.673689398139592,1,413,10,0
168.78,5.0,1170,0,3.942586090063451,1,3004,4,0
185.93,3.0,1284,0,7.688042875623729,1,3207,7,0
145.56,5.0,1187,0,4.501119119489107,1,3115,10,0
50.98,1.0,1395,0,11.33493500893242,1,1153,17,0
35.0,5.0,1290,0,7.885172180126902,1,1911,22,0
52.29,5.0,1060,0,0.3285488408386209,1,3489,25,0
55.0,5.0,1189,0,4.566828887656831,1,3542,25,0
57.23,5.0,1053,0,0.09856465225158627,1,1051,17,0
266.76,5.0,1459,0,13.437647590299596,1,3328,25,0
118.28,5.0,1425,0,12.320581531448285,1,3701,25,0
176.65,1.0,1096,0,1.5113246678576562,1,580,7,0
65.1,4.0,1366,0,10.38214337050042,1,2853,17,0
64.52,4.0,1480,0,14.1276001560607,1,626,17,0
92.16,5.0,1434,0,12.616275488203042,1,2069,17,0
107.78,3.0,1295,0,8.049446600546213,1,1132,18,0
103.55,5.0,1359,0,10.152159181913387,1,1869,25,0
100.76,5.0,1406,0,11.696338733854905,1,2917,18,0
36.69,5.0,1087,0,1.2156307111028974,1,3160,25,0
81.09,4.0,1438,0,12.747695024538492,1,1863,25,0
224.9,4.0,1062,0,0.3942586090063451,1,1720,8,0
205.26,5.0,1075,0,0.8213721020965523,1,3532,22,0
131.94,2.5,1157,74,1.084211174767449,2,2062,18,0
131.94,2.5,1157,74,1.084211174767449,2,2062,18,0
131.94,2.5,1157,74,1.084211174767449,2,2062,18,0
131.94,2.5,1157,74,1.084211174767449,2,2062,18,0
86.63,5.0,1103,0,1.7413088564446908,1,508,6,0
631.59,4.0,1181,0,4.303989814985934,1,2533,15,0
82.84,5.0,1441,0,12.846259676790078,1,413,10,0
162.26,1.0,1102,0,1.7084539723608287,1,2917,18,0
198.73,5.0,1073,0,0.7556623339288281,1,680,25,0
50.69,4.0,1351,0,9.88932010924249,1,1217,4,0
114.44,1.0,1104,0,1.7741637405285529,1,2496,8,0
72.66,5.0,1390,0,11.170660588513112,1,3179,25,0
57.24,3.0,1381,0,10.874966631758353,1,3328,25,0
75.65,4.0,1264,0,7.030945193946487,1,1132,18,0
123.01,1.0,1356,0,10.0535945296618,1,225,25,0
150.39,5.0,1102,0,1.7084539723608287,1,165,18,0
107.9,2.0,1188,0,4.533974003572968,1,1837,14,0
50.01,5.0,1221,0,5.6181851783404175,1,3328,25,0
159.56,4.0,1398,0,11.433499661184008,1,600,25,0
103.55,4.0,1337,0,9.42935173206842,1,2647,25,0
136.5,1.0,1328,0,9.133657775313662,1,580,7,0
444.25,5.0,1081,0,1.0185014065997249,1,948,10,0
27.19,1.0,1084,0,1.117066058851311,1,1670,25,0
138.73,3.0,1090,0,1.3141953633544836,1,413,10,0
31.75,5.0,1321,0,8.903673586726628,1,3328,25,0
86.15,5.0,1197,0,4.829667960327727,1,206,25,0
475.97,5.0,1379,0,10.809256863590628,1,2917,18,0
113.15,1.0,1107,0,1.8727283927801393,1,3328,25,0
129.32,5.0,1258,0,6.833815889443315,1,2106,25,0
81.15,5.0,1446,0,13.010534097209389,1,829,22,0
97.87,2.0,1290,0,7.885172180126902,1,3298,9,0
88.72,3.0,1278,0,7.490913571120557,1,2855,15,0
76.85,5.0,1159,0,3.5811823651409678,1,1634,23,0
84.23,5.0,1197,0,4.829667960327727,1,374,18,0
455.04,4.0,1064,0,0.4599683771740693,1,796,17,0
75.07,4.0,1329,0,9.166512659397524,1,1004,25,0
36.0,5.0,1151,0,3.3183432924700713,1,2734,22,0
107.94,1.0,1197,0,4.829667960327727,1,2225,19,0
56.85,5.0,1128,0,2.562680958541243,1,2181,25,0
117.94,5.0,1324,0,9.002238238978213,1,3328,25,0
62.01,1.0,1319,0,8.837963818558903,1,1980,18,0
123.25,5.0,1412,0,11.893468038358078,1,1097,25,0
68.02,3.0,1329,0,9.166512659397524,1,1186,22,0
94.43,5.0,1075,0,0.8213721020965523,1,1332,8,0
44.67,5.0,1214,0,5.388200989753383,1,2402,25,0
25.75,4.0,1213,0,5.355346105669521,1,3542,25,0
213.14,3.0,1225,0,5.749604714675866,1,1412,25,0
67.6,4.0,1254,0,6.702396353107867,1,3030,10,0
97.71,1.0,1149,0,3.252633524302347,1,508,6,0
155.63,5.0,1303,0,8.31228567321711,1,353,25,0
31.23,3.0,1052,0,0.06570976816772418,1,3726,18,0
194.92,5.0,1200,0,4.928232612579314,1,2350,12,0
298.3,5.0,1207,0,5.158216801166349,1,3797,0,0
296.61,4.0,1317,0,8.772254050391178,1,1268,17,0
97.42,5.0,1384,0,10.973531284009939,1,1490,5,0
335.47,5.0,1102,0,1.7084539723608287,1,3328,25,0
17.61,5.0,1067,0,0.5585330294256555,1,453,17,0
329.98,5.0,1271,0,7.260929382533522,1,2996,25,0
376.12,5.0,1094,0,1.445614899689932,1,796,17,0
57.29,5.0,1082,0,1.051356290683587,1,3328,25,0
67.24,1.0,1407,0,11.729193617938767,1,3328,25,0
197.46,5.0,1055,0,0.16427442041931045,1,3004,4,0
537.99,3.0,1094,0,1.445614899689932,1,2917,18,0
504.78,5.0,1295,0,8.049446600546213,1,3328,25,0
80.11,5.0,1102,0,1.7084539723608287,1,1004,25,0
450.42,5.0,1459,0,13.437647590299596,1,1988,4,0
280.87,5.0,1082,0,1.051356290683587,1,502,25,0
50.0,5.0,1292,0,7.950881948294626,1,3657,10,0
231.27,5.0,1324,0,9.002238238978213,1,1207,22,0
239.16,4.0,1392,72,8.870818702642765,2,3328,25,0
239.16,4.0,1392,72,8.870818702642765,2,3328,25,0
239.16,4.0,1392,72,8.870818702642765,2,3328,25,0
239.16,4.0,1392,72,8.870818702642765,2,3328,25,0
71.27,1.0,1237,0,6.143863323682211,1,3328,25,0
76.57,5.0,1218,0,5.519620526088832,1,2315,18,0
68.62,2.0,1360,0,10.18501406599725,1,2979,10,0
65.01,5.0,1199,0,4.895377728495451,1,1667,18,0
47.62,1.0,1230,0,5.9138791350951765,1,204,5,0
231.49,3.5,1305,148,3.5154725969732437,2,1248,23,0
231.49,3.5,1305,148,3.5154725969732437,2,1248,23,0
231.49,3.5,1305,148,3.5154725969732437,2,1248,23,0
231.49,3.5,1305,148,3.5154725969732437,2,1248,23,0
138.92,4.0,1057,0,0.22998418858703465,1,1250,25,0
49.0,5.0,1396,0,11.367789893016283,1,2740,22,0
87.5,5.0,1128,46,1.051356290683587,2,2917,18,0
87.5,5.0,1128,46,1.051356290683587,2,2917,18,0
87.5,5.0,1128,46,1.051356290683587,2,2917,18,0
87.5,5.0,1128,46,1.051356290683587,2,2917,18,0
127.6,5.0,1318,0,8.80510893447504,1,3328,25,0
97.8,3.0,1292,0,7.950881948294626,1,3328,25,0
52.9,5.0,1496,0,14.653278301402493,1,3328,25,0
41.83,5.0,1104,0,1.7741637405285529,1,845,25,0
242.76,5.0,1428,0,12.419146183699871,1,751,25,0
25.67,5.0,1071,0,0.689952565761104,1,3328,25,0
84.69,5.0,1205,0,5.092507032998625,1,3160,25,0
56.66,5.0,1211,0,5.289636337501797,1,1980,18,0
81.89,5.0,1136,0,2.82552003121214,1,2184,10,0
72.71,1.0,1400,0,11.499209429351732,1,1332,8,0
55.46,5.0,1438,0,12.747695024538492,1,508,6,0
37.82,4.0,1250,0,6.5709768167724185,1,3004,4,0
84.62,5.0,1342,0,9.593626152487731,1,413,10,0
89.96,4.0,1062,0,0.3942586090063451,1,2740,22,0
75.53,3.0,1402,0,11.564919197519457,1,2917,18,0
76.79,4.0,1324,0,9.002238238978213,1,1264,5,0
135.08,5.0,1175,0,4.106860510482761,1,3212,18,0
73.34,5.0,1223,0,5.683894946508142,1,400,25,0
71.82,1.0,1321,0,8.903673586726628,1,1412,25,0
111.2,5.0,1081,0,1.0185014065997249,1,3618,10,0
111.81,4.0,1366,0,10.38214337050042,1,413,10,0
37.09,5.0,1243,0,6.340992628185384,1,3690,23,0
891.34,5.0,1446,0,13.010534097209389,1,3588,17,0
78.36,5.0,1191,0,4.632538655824555,1,3328,25,0
57.98,5.0,1208,0,5.19107168525021,1,413,10,0
346.51,5.0,1172,0,4.008295858231175,1,497,4,0
146.01,1.0,1501,0,14.817552721821803,1,3328,25,0
123.05,5.0,1355,0,10.020739645577939,1,3328,25,0
48.13,5.0,1083,0,1.084211174767449,1,3036,25,0
118.02,1.0,1100,0,1.6427442041931046,1,1814,4,0
223.01,5.0,1372,0,10.579272675003594,1,1464,17,0
84.49,1.0,1050,0,0.0,1,508,6,0
65.71,5.0,1305,0,8.377995441384833,1,649,25,0
115.35,4.0,1199,0,4.895377728495451,1,3209,10,0
176.65,5.0,1291,0,7.918027064210764,1,3328,25,0
628.63,4.5,1091,0,1.3470502474383457,2,1319,22,0
628.63,4.5,1091,0,1.3470502474383457,2,1319,22,0
628.63,4.5,1091,0,1.3470502474383457,2,1319,22,0
628.63,4.5,1091,0,1.3470502474383457,2,1319,22,0
135.6,5.0,1244,0,6.373847512269246,1,3328,25,0
47.36,4.0,1065,0,0.49282326125793136,1,3328,25,0
59.85,5.0,1130,0,2.6283907267089672,1,1123,25,0
95.1,5.0,1107,0,1.8727283927801393,1,3309,7,0
62.34,5.0,1418,0,12.09059734286125,1,1264,5,0
60.09,4.0,1389,0,11.13780570442925,1,3328,25,0
59.74,1.0,1479,0,14.094745271976837,1,1410,25,0
318.17,5.0,1272,0,7.293784266617385,1,1264,5,0
128.93,5.0,1102,0,1.7084539723608287,1,413,10,0
117.12,5.0,1445,0,12.977679213125526,1,2740,22,0
227.16,5.0,1094,0,1.445614899689932,1,398,25,0
114.83,5.0,1293,0,7.983736832378488,1,1568,12,0
52.59,4.0,1285,0,7.720897759707592,1,1332,8,0
26.77,1.0,1122,0,2.3655516540380708,1,508,6,0
63.38,5.0,1355,0,10.020739645577939,1,3779,7,0
514.49,1.0,1365,62,8.31228567321711,2,3328,25,0
514.49,1.0,1365,62,8.31228567321711,2,3328,25,0
514.49,1.0,1365,62,8.31228567321711,2,3328,25,0
514.49,1.0,1365,62,8.31228567321711,2,3328,25,0
63.12,5.0,1444,0,12.944824329041664,1,813,25,0
62.83,5.0,1489,0,14.423294112815459,1,649,25,0
51.01,1.0,1104,0,1.7741637405285529,1,708,22,0
21.95,1.0,1235,0,6.078153555514487,1,236,25,0
188.34,5.0,1229,0,5.881024251011314,1,2740,22,0
936.52,5.0,1315,0,8.706544282223454,1,3328,25,0
218.35,5.0,1316,0,8.739399166307317,1,580,7,0
132.08,5.0,1253,0,6.669541469024004,1,1051,17,0
51.34,5.0,1109,0,1.9384381609478634,1,3689,25,0
162.8,4.0,1214,0,5.388200989753383,1,384,5,0
25.75,4.0,1159,0,3.5811823651409678,1,2650,25,0
13.36,5.0,1079,0,0.9527916384320007,1,3328,25,0
250.04,5.0,1388,0,11.104950820345387,1,149,8,0
114.79,5.0,1441,0,12.846259676790078,1,600,25,0
56.78,2.0,1112,0,2.0370028131994498,1,3328,25,0
36.35,5.0,1165,0,3.7783116696441406,1,1536,25,0
106.87,3.0,1151,0,3.3183432924700713,1,508,6,0
122.15,5.0,1140,0,2.9569395675475882,1,1420,26,0
33.37,5.0,1381,0,10.874966631758353,1,2863,25,0
107.87,4.0,1292,0,7.950881948294626,1,796,17,0
68.6,5.0,1192,0,4.665393539908417,1,2721,10,0
109.31,5.0,1372,0,10.579272675003594,1,2917,18,0
971.96,4.0,1609,0,18.36588020287891,1,1690,25,0
35.87,5.0,1081,0,1.0185014065997249,1,3139,25,0
180.31,4.0,1414,0,11.959177806525801,1,2917,18,0
294.37,5.0,1157,0,3.5154725969732437,1,413,10,0
156.09,5.0,1403,0,11.597774081603319,1,1057,10,0
106.76,1.0,1088,0,1.2484855951867595,1,3328,25,0
158.38,4.0,1329,0,9.166512659397524,1,3683,16,0
143.89,5.0,1381,0,10.874966631758353,1,229,17,0
185.74,4.0,1053,0,0.09856465225158627,1,3328,25,0
81.72,5.0,1475,0,13.963325735641389,1,2896,25,0
34.68,4.0,1119,0,2.266987001786484,1,390,25,0
63.099999999999994,5.0,1331,0,9.232222427565247,1,47,8,0
20.29,5.0,1093,0,1.41276001560607,1,3173,25,0
138.6,5.0,1113,0,2.069857697283312,1,1858,10,0
35.77,5.0,1138,0,2.891229799379864,1,649,25,0
160.17,3.0,1278,0,7.490913571120557,1,1941,25,0
139.55,5.0,1363,0,10.283578718248835,1,3328,25,0
81.08,4.0,1265,0,7.06380007803035,1,3328,25,0
34.86,4.0,1485,0,14.29187457648001,1,2316,25,0
145.14,4.0,1181,0,4.303989814985934,1,1932,25,0
34.09,4.0,1371,0,10.546417790919731,1,2315,18,0
95.34,5.0,1076,0,0.8542269861804144,1,3328,25,0
41.89,5.0,1081,0,1.0185014065997249,1,3328,25,0
76.19,4.0,1254,0,6.702396353107867,1,1264,5,0
41.43,4.0,1299,0,8.180866136881662,1,3328,25,0
104.87,3.0,1197,0,4.829667960327727,1,2917,18,0
87.66,1.0,1438,0,12.747695024538492,1,2512,9,0
67.59,4.0,1209,0,5.223926569334073,1,3686,22,0
14.78,3.0,1387,0,11.072095936261524,1,3328,25,0
406.14,5.0,1508,0,15.047536910408837,1,930,13,0
799.23,1.0,1333,0,9.297932195732972,1,1696,25,0
103.68,5.0,1439,0,12.780549908622353,1,2761,20,0
73.56,5.0,1195,0,4.763958192160003,1,3244,7,0
162.55,1.0,1139,0,2.924084683463726,1,1670,25,0
100.08,3.0,1150,0,3.2854884083862093,1,2254,19,0
181.55,5.0,1236,0,6.111008439598349,1,2849,10,0
76.65,5.0,1223,0,5.683894946508142,1,177,17,0
442.19,5.0,1368,262,1.8398735086962772,2,413,10,0
442.19,5.0,1368,262,1.8398735086962772,2,413,10,0
442.19,5.0,1368,262,1.8398735086962772,2,413,10,0
442.19,5.0,1368,262,1.8398735086962772,2,413,10,0
74.94,1.0,1058,0,0.26283907267089673,1,2914,18,0
459.14,1.0,1608,0,18.33302531879505,1,566,22,0
217.64,5.0,1213,0,5.355346105669521,1,2402,25,0
578.38,5.0,1211,0,5.289636337501797,1,1858,10,0
188.51999999999998,5.0,1422,231,4.632538655824555,2,3328,25,0
188.51999999999998,5.0,1422,231,4.632538655824555,2,3328,25,0
188.51999999999998,5.0,1422,231,4.632538655824555,2,3328,25,0
188.51999999999998,5.0,1422,231,4.632538655824555,2,3328,25,0
327.38,5.0,1312,0,8.607979629971869,1,1715,25,0
36.69,4.0,1174,0,4.0740056263988995,1,1555,10,0
948.98,5.0,1083,0,1.084211174767449,1,2917,18,0
60.85,5.0,1320,0,8.870818702642765,1,2794,25,0
73.25,5.0,1078,0,0.9199367543481386,1,845,25,0
39.91,5.0,1266,0,7.096654962114211,1,1248,23,0
167.8,5.0,1479,0,14.094745271976837,1,1349,10,0
68.62,5.0,1464,0,13.601922010718907,1,2781,10,0
130.3,5.0,1094,0,1.445614899689932,1,3701,25,0
367.2,5.0,1365,0,10.349288486416558,1,1905,22,0
69.58,5.0,1229,0,5.881024251011314,1,1132,18,0
56.6,5.0,1197,0,4.829667960327727,1,1248,23,0
43.27,5.0,1348,0,9.790755456990903,1,297,25,0
188.6,5.0,1112,0,2.0370028131994498,1,813,25,0
142.1,5.0,1339,0,9.495061500236144,1,3328,25,0
66.1,5.0,1372,0,10.579272675003594,1,1719,10,0
41.14,5.0,1110,0,1.9712930450317254,1,2177,19,0
84.48,5.0,1086,0,1.1827758270190354,1,3494,25,0
101.34,4.0,1185,0,4.435409351321383,1,10,10,0
111.8,4.0,1197,0,4.829667960327727,1,390,25,0
1421.69,1.0,1354,0,9.987884761494076,1,809,17,0
56.83,5.0,1307,0,8.443705209552558,1,413,10,0
57.1,4.0,1304,0,8.34514055730097,1,2577,22,0
627.24,1.0,1184,0,4.40255446723752,1,2650,25,0
84.72,4.0,1199,0,4.895377728495451,1,3328,25,0
276.22,5.0,1115,0,2.135567465451036,1,3701,25,0
71.19,5.0,1051,0,0.03285488408386209,1,1412,25,0
41.84,5.0,1114,0,2.102712581367174,1,2067,25,0
218.04,4.0,1215,0,5.421055873837245,1,1135,7,0
216.07,3.0,1344,0,9.659335920655455,1,3747,11,0
47.23,5.0,1090,0,1.3141953633544836,1,776,10,0
54.1,4.0,1372,0,10.579272675003594,1,2849,10,0
83.3,5.0,1065,0,0.49282326125793136,1,3328,25,0
173.33,1.0,1232,0,5.979588903262901,1,460,10,0
62.43,5.0,1193,0,4.698248423992279,1,3477,25,0
181.76,1.0,1154,0,3.4169079447216575,1,796,17,0
167.77,3.0,1146,0,3.1540688720507606,1,3173,25,0
56.78,5.0,1361,0,10.21786895008111,1,1280,25,0
34.1,1.0,1253,0,6.669541469024004,1,3515,18,0
378.83,5.0,1246,0,6.43955728043697,1,3615,11,0
216.15,5.0,1145,0,3.1212139879668985,1,508,6,0
255.96,1.0,1249,0,6.538121932688556,1,2855,15,0
48.68,5.0,1331,0,9.232222427565247,1,2429,25,0
96.55,5.0,1092,0,1.379905131522208,1,408,13,0
134.89,5.0,1234,0,6.045298671430625,1,867,23,0
127.92,5.0,1150,0,3.2854884083862093,1,188,8,0
47.68,5.0,1298,0,8.148011252797799,1,3328,25,0
41.83,3.0,1128,0,2.562680958541243,1,3011,25,0
265.94,4.0,1153,0,3.3840530606377954,1,1863,25,0
88.62,5.0,1251,0,6.60383170085628,1,2095,17,0
47.1,4.0,1370,0,10.513562906835869,1,413,10,0
120.87,5.0,1342,0,9.593626152487731,1,681,18,0
315.26,5.0,1463,0,13.569067126635044,1,2517,10,0
71.43,5.0,1079,0,0.9527916384320007,1,365,17,0
51.68,5.0,1422,0,12.222016879196698,1,3460,12,0
169.01,5.0,1397,0,11.400644777100146,1,29,12,0
65.32,5.0,1081,0,1.0185014065997249,1,3328,25,0
707.19,4.0,1350,0,9.856465225158628,1,1642,10,0
109.31,4.0,1389,0,11.13780570442925,1,1701,25,0
148.06,1.0,1349,0,9.823610341074765,1,3477,25,0
42.03,5.0,1113,0,2.069857697283312,1,1051,17,0
39.82,5.0,1109,0,1.9384381609478634,1,2272,18,0
47.69,5.0,1355,0,10.020739645577939,1,83,17,0
122.1,4.0,1075,0,0.8213721020965523,1,1954,17,0
84.56,2.0,1444,0,12.944824329041664,1,1412,25,0
466.19,1.0,1197,0,4.829667960327727,1,1264,5,0
359.97,4.0,1463,0,13.569067126635044,1,2928,23,0
27.75,4.0,1196,0,4.796813076243866,1,245,17,0
144.65,5.0,1327,0,9.1008028912298,1,508,6,0
133.21,4.0,1055,0,0.16427442041931045,1,508,6,0
117.85,5.0,1384,0,10.973531284009939,1,2461,18,0
196.92,5.0,1380,0,10.84211174767449,1,3128,25,0
163.81,4.0,1138,0,2.891229799379864,1,3328,25,0
231.34,5.0,1195,0,4.763958192160003,1,3328,25,0
27.78,5.0,1068,0,0.5913879135095177,1,398,25,0
38.95,5.0,1450,0,13.141953633544837,1,649,25,0
950.01,5.0,1252,0,6.636686584940143,1,413,10,0
138.06,3.0,1158,0,3.5483274810571057,1,3328,25,0
181.55,4.0,1215,0,5.421055873837245,1,3533,25,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
255.55,5.0,1399,0,11.46635454526787,5,1124,11,0
34.09,5.0,1296,0,8.082301484630074,1,3291,10,0
103.02,5.0,1269,0,7.195219614365798,1,3173,25,0
128.1,5.0,1158,0,3.5483274810571057,1,3328,25,0
54.0,3.0,1171,0,3.975440974147313,1,2917,18,0
117.77,1.0,1114,0,2.102712581367174,1,2272,18,0
1240.85,4.0,1283,0,7.655187991539868,1,620,10,0
61.09,5.0,1190,0,4.599683771740692,1,158,10,0
157.2,5.0,1296,0,8.082301484630074,1,202,24,0
154.32,4.0,1274,0,7.359494034785109,1,1836,7,0
103.14,1.0,1103,0,1.7413088564446908,1,3510,25,0
20.78,5.0,1211,0,5.289636337501797,1,3173,25,0
113.08,5.0,1430,0,12.484855951867594,1,2201,10,0
35.77,5.0,1081,0,1.0185014065997249,1,3328,25,0
147.06,4.0,1465,0,13.634776894802767,1,3328,25,0
58.16,3.0,1087,0,1.2156307111028974,1,1412,25,0
190.86,5.0,1419,0,12.123452226945112,1,813,25,0
1225.59,5.0,1430,0,12.484855951867594,1,413,10,0
128.55,5.0,1094,0,1.445614899689932,1,1051,17,0
370.02,5.0,1067,0,0.5585330294256555,1,3328,25,0
1321.0,5.0,1063,0,0.4271134930902072,1,649,25,0
1046.56,5.0,1313,0,8.64083451405573,1,3212,18,0
68.13,1.0,1093,0,1.41276001560607,1,242,18,0
108.51,5.0,1061,0,0.361403724922483,1,1781,18,0
67.5,5.0,1161,0,3.6468921333086923,1,3212,18,0
47.03,1.0,1071,0,0.689952565761104,1,2537,15,0
196.27,5.0,1613,0,18.49729973921436,1,2996,25,0
65.71,5.0,1265,0,7.06380007803035,1,649,25,0
256.43,5.0,1149,0,3.252633524302347,1,2917,18,0
945.78,3.0,1441,0,12.846259676790078,1,1248,23,0
142.57,5.0,1463,0,13.569067126635044,1,2563,9,0
581.25,3.0,1065,0,0.49282326125793136,1,3328,25,0
124.79,5.0,1057,0,0.22998418858703465,1,3323,23,0
110.56,4.0,1308,0,8.47656009363642,1,1223,22,0
25.25,1.0,1460,0,13.470502474383457,1,3004,4,0
362.96000000000004,4.0,1486,0,14.324729460563871,1,2835,18,0
112.25,5.0,1066,0,0.5256781453417935,1,3179,25,0
161.53,5.0,1098,0,1.5770344360253803,1,3328,25,0
268.99,3.0,1356,0,10.0535945296618,1,2917,18,0
40.77,5.0,1475,0,13.963325735641389,1,3398,8,0
67.5,4.0,1154,0,3.4169079447216575,1,374,18,0
85.14,1.0,1277,0,7.4580586870366945,1,3550,17,0
162.15,5.0,1152,0,3.3511981765539334,1,3328,25,0
49.1,4.0,1389,0,11.13780570442925,1,1014,10,0
121.87,5.0,1178,0,4.205425162734348,1,3328,25,0
37.77,5.0,1138,0,2.891229799379864,1,2393,25,0
52.84,2.0,1103,0,1.7413088564446908,1,3328,25,0
386.66,5.0,1429,0,12.452001067783733,1,413,10,0
68.81,5.0,1066,1,0.49282326125793136,2,3701,25,0
68.81,5.0,1066,1,0.49282326125793136,2,3701,25,0
68.81,5.0,1066,1,0.49282326125793136,2,3701,25,0
68.81,5.0,1066,1,0.49282326125793136,2,3701,25,0
107.07,5.0,1084,0,1.117066058851311,1,3147,10,0
97.17,5.0,1156,0,3.4826177128893816,1,1590,25,0
420.47,4.0,1255,0,6.735251237191728,1,943,23,0
97.64,5.0,1296,0,8.082301484630074,1,3214,5,0
33.0,5.0,1126,0,2.496971190373519,1,2917,18,0
85.75,5.0,1296,0,8.082301484630074,1,3173,25,0
61.29,5.0,1078,0,0.9199367543481386,1,2106,25,0
57.6,5.0,1193,0,4.698248423992279,1,1051,17,0
403.8,5.0,1192,0,4.665393539908417,1,2157,25,0
44.69,5.0,1285,0,7.720897759707592,1,2069,17,0
113.44,4.0,1102,0,1.7084539723608287,1,1818,4,0
113.91,5.0,1275,0,7.39234891886897,1,3287,25,0
71.71,2.0,1487,0,14.357584344647734,1,3328,25,0
38.68,5.0,1187,0,4.501119119489107,1,649,25,0
90.26,5.0,1186,0,4.468264235405244,1,413,10,0
216.15,5.0,1177,0,4.172570278650485,1,149,8,0
469.84,4.0,1417,0,12.057742458777387,1,2917,18,0
46.0,5.0,1235,0,6.078153555514487,1,3726,18,0
66.78,3.0,1334,0,9.330787079816835,1,1513,25,0
44.62,5.0,1098,0,1.5770344360253803,1,2697,25,0
94.94,1.0,1145,0,3.1212139879668985,1,2254,19,0
106.23,5.0,1434,0,12.616275488203042,1,985,11,0
47.05,5.0,1097,0,1.5441795519415182,1,1383,14,0
167.63,4.0,1489,0,14.423294112815459,1,3084,10,0
828.22,3.0,1254,0,6.702396353107867,1,3328,25,0
57.68,1.0,1314,0,8.673689398139592,1,3328,25,0
43.27,4.0,1096,0,1.5113246678576562,1,3178,25,0
254.73,2.0,1179,0,4.23828004681821,1,1051,17,0
148.28,3.0,1068,0,0.5913879135095177,1,2158,25,0
40.23,3.0,1092,0,1.379905131522208,1,508,6,0
462.26,2.0,1436,0,12.681985256370767,1,3328,25,0
256.0,1.0,1190,0,4.599683771740692,1,413,10,0
297.48,1.0,1106,0,1.8398735086962772,1,1264,5,0
393.12,5.0,1118,0,2.234132117702622,1,760,7,0
63.52,5.0,1505,0,14.948972258157252,1,3122,22,0
573.18,5.0,1128,0,2.562680958541243,1,2697,25,0
128.48,5.0,1424,0,12.287726647364423,1,3477,25,0
108.51,5.0,1243,0,6.340992628185384,1,3328,25,0
118.58,5.0,1090,0,1.3141953633544836,1,2740,22,0
191.56,5.0,1258,0,6.833815889443315,1,2755,26,0
77.57,4.0,1256,0,6.768106121275591,1,2740,22,0
549.78,1.0,1196,0,4.796813076243866,1,2034,10,0
114.2,5.0,1182,0,4.336844699069796,1,3328,25,0
42.92,1.0,1100,0,1.6427442041931046,1,571,10,0
440.73,5.0,1267,0,7.129509846198074,1,3328,25,0
115.36,5.0,1227,0,5.81531448284359,1,3768,7,0
121.4,4.0,1239,0,6.2095730918499354,1,202,24,0
94.92,5.0,1069,0,0.6242427975933798,1,3469,25,0
292.26,4.0,1114,0,2.102712581367174,1,3004,4,0
52.57,5.0,1119,0,2.266987001786484,1,1332,8,0
177.56,4.0,1269,0,7.195219614365798,1,3697,4,0
82.73,4.0,1376,0,10.710692211339042,1,3328,25,0
275.66,4.0,1123,0,2.398406538121933,1,2196,10,0
190.43,2.0,1213,0,5.355346105669521,1,897,9,0
30.0,5.0,1197,0,4.829667960327727,1,752,10,0
79.17,5.0,1182,0,4.336844699069796,1,3328,25,0
95.99,5.0,1197,0,4.829667960327727,1,3646,10,0
219.79,5.0,1481,0,14.160455040144562,1,218,26,0
82.12,4.0,1207,0,5.158216801166349,1,428,10,0
1006.77,4.0,1054,0,0.13141953633544837,1,2380,15,0
100.26,5.0,1191,0,4.632538655824555,1,2855,15,0
351.18,4.0,1067,0,0.5585330294256555,1,1183,22,0
414.86,5.0,1116,0,2.168422349534898,1,2134,8,0
85.14,5.0,1249,0,6.538121932688556,1,2717,25,0
50.96,5.0,1486,0,14.324729460563871,1,3160,25,0
