Tot_sales,Tot_amount,Avg_review,Avg_delivery,Tot_sales_Quartile,Avg_review_Quartile,Tot_amount_Quartile,Avg_delivery_Quartile,SellerScore
30,2877.0,3.7,3.7666666666666666,4,2,3,2,4322
1,99.0,5.0,2.0,1,4,1,3,1143
4,504.38,4.75,2.0,2,4,2,3,2243
3,347.95,3.6666666666666665,2.6666666666666665,2,1,2,3,2213
2,60.0,4.5,1.0,1,3,1,4,1134
1,355.0,5.0,5.0,1,4,2,1,1241
167,32689.100000000013,3.910179640718563,2.624420065229026,4,2,4,3,4423
5,6245.0,2.4,3.6,2,1,4,2,2412
4,261.2,3.75,4.0,2,2,2,2,2222
2,94.82,4.5,3.5,1,3,1,2,1132
5,799.5,4.4,2.2,2,3,2,3,2233
12,7729.0,4.75,1.6666666666666667,3,4,4,4,3444
1,51.9,5.0,1.0,1,4,1,4,1144
166,8562.029999999975,4.186746987951807,1.7667358487545022,4,3,4,4,4434
5,769.0,3.0,2.0,2,1,2,3,2213
274,55421.960000000116,3.6934306569343067,4.7694688054005185,4,2,4,1,4421
50,1654.36,4.26,1.7,4,3,3,4,4334
7,302.84000000000003,2.4285714285714284,5.325450127606764,2,1,2,1,2211
17,1289.6000000000001,4.0588235294117645,3.411764705882353,3,2,3,2,3322
117,11691.609999999997,4.384615384615385,2.1818645375491226,4,3,4,3,4433
10,598.9999999999999,4.3,1.5,3,3,2,4,3234
18,1263.0500000000002,4.555555555555555,1.7222222222222223,3,3,3,4,3334
2,99.0,5.0,1.0,1,4,1,4,1144
1,495.0,5.0,1.0,1,4,2,4,1244
15,1019.1999999999999,4.666666666666667,2.4,3,4,3,3,3343
6,209.6,5.0,3.0,2,4,2,2,2242
5,1281.5900000000001,4.4,2.0,2,3,3,3,2333
11,573.0999999999999,4.181818181818182,1.9090909090909092,3,3,2,3,3233
4,344.78,5.0,1.0,2,4,2,4,2244
7,622.0,4.428571428571429,2.142857142857143,2,3,2,3,2233
13,434.51000000000005,4.6923076923076925,1.5384615384615385,3,4,2,4,3244
38,8244.119999999995,4.2368421052631575,3.1052631578947367,4,3,4,2,4432
4,119.69999999999999,4.0,0.75,2,2,1,4,2124
14,1649.4,3.0,3.0714285714285716,3,1,3,2,3312
1,139.49,5.0,2.0,1,4,1,3,1143
2,54.8,3.0,7.0,1,1,1,1,1111
20,9422.4,3.8,3.15,3,2,4,2,3422
1,96.99,5.0,2.0,1,4,1,3,1143
47,1279.560000000001,2.574468085106383,3.127659574468085,4,1,3,2,4312
18,509.0,2.2222222222222223,3.888888888888889,3,1,2,2,3212
1,105.19,4.0,9.0,1,2,1,1,1121
29,3897.52,4.068965517241379,6.113039685974047,4,2,4,1,4421
41,1985.230000000001,3.7804878048780486,2.9092231925182284,4,2,3,2,4322
32,3668.530000000001,3.90625,3.34375,4,2,4,2,4422
47,3522.0000000000027,3.8085106382978724,2.0425531914893615,4,2,4,3,4423
2,1078.0,1.0,3.278150893247353,1,1,3,2,1312
8,349.28999999999996,4.125,3.25,2,2,2,2,2222
8,4274.2,4.0,3.125,2,2,4,2,2422
110,6505.079999999999,4.3,3.327272727272727,4,3,4,2,4432
7,245.0,4.285714285714286,4.4683072704639075,2,3,2,1,2231
1,1009.9,5.0,1.0,1,4,3,4,1344
126,13544.949999999979,4.579365079365079,1.5952380952380953,4,3,4,4,4434
1,29.9,5.0,3.0,1,4,1,2,1142
3,201.5,5.0,2.6666666666666665,2,4,1,3,2143
1,109.99,4.0,0.0,1,2,1,4,1124
6,820.0,4.666666666666667,2.1666666666666665,2,4,2,3,2243
28,835.0,4.0,1.8214285714285714,4,2,3,4,4324
4,499.6,3.75,2.1390754466236768,2,2,2,3,2223
9,1829.91,5.0,2.111111111111111,3,4,3,3,3343
15,470.0,4.666666666666667,2.533333333333333,3,4,2,3,3243
2,114.0,5.0,2.0,1,4,1,3,1143
8,834.97,5.0,1.75,2,4,3,4,2344
2,658.0,2.0,1.5,1,1,2,4,1214
2,48.98,5.0,2.0,1,4,1,3,1143
4,475.6,4.75,1.0,2,4,2,4,2244
5,400.0,4.0,3.2,2,2,2,2,2222
55,2843.0000000000023,2.963636363636364,4.937387305208995,4,1,3,1,4311
3,4097.0,4.333333333333333,1.6666666666666667,2,3,4,4,2434
83,5405.0,3.3373493975903616,2.4819277108433737,4,1,4,3,4413
2,199.8,1.0,4.0,1,1,1,2,1112
60,19025.36000000001,4.083333333333333,2.168543392883157,4,2,4,3,4423
23,1516.76,3.652173913043478,2.130434782608696,3,1,3,3,3313
30,1632.7900000000002,3.8666666666666667,4.1,4,2,3,1,4321
2,342.78,5.0,12.0,1,4,2,1,1241
3,147.6,3.3333333333333335,3.3333333333333335,2,1,1,2,2112
54,4795.909999999999,4.092592592592593,4.0,4,2,4,2,4422
169,15918.999999999967,4.218934911242603,1.9128884668239488,4,3,4,3,4433
10,646.9999999999999,3.0,2.1,3,1,2,3,3213
2,94.0,4.5,3.5,1,3,1,2,1132
12,4552.0,5.0,1.4166666666666667,3,4,4,4,3444
7,843.1,4.142857142857143,1.2857142857142858,2,2,3,4,2324
35,12732.599999999993,3.6285714285714286,1.2444657653284201,4,1,4,4,4414
4,510.9,5.0,2.25,2,4,2,3,2243
6,301.0,3.1666666666666665,2.0,2,1,2,3,2213
54,23629.150000000016,4.388888888888889,2.8703703703703702,4,3,4,2,4432
1,299.89,5.0,2.0,1,4,2,3,1243
4,85.41,4.25,3.25,2,3,1,2,2132
6,740.4,3.8333333333333335,1.3333333333333333,2,2,2,4,2224
7,1316.73,5.0,3.7142857142857144,2,4,3,2,2342
1,89.9,5.0,4.0,1,4,1,2,1142
16,2165.0000000000005,4.1875,1.6875,3,3,3,4,3334
8,294.0,3.875,5.0,2,2,2,1,2221
31,50628.90000000001,4.193548387096774,2.6774193548387095,4,3,4,3,4433
1,49.8,5.0,1.0,1,4,1,4,1144
1,49.9,3.0,5.0,1,1,1,1,1111
8,465.6,3.125,2.0,2,1,2,3,2213
3,858.0,3.6666666666666665,1.6666666666666667,2,1,3,4,2314
15,2575.9000000000005,4.6,3.0,3,3,3,2,3332
1,334.99,5.0,2.0,1,4,2,3,1243
2,23.7,4.5,5.0,1,3,1,1,1131
1,109.9,5.0,3.0,1,4,1,2,1142
174,6109.439999999987,3.896551724137931,1.8850574712643677,4,2,4,3,4423
2,199.8,2.0,13.5,1,1,1,1,1111
8,1415.6999999999998,4.25,3.5,2,3,3,2,2332
1,62.49,4.0,1.0,1,2,1,4,1124
1,99.8,5.0,2.0,1,4,1,3,1143
3,317.70000000000005,3.6666666666666665,1.0,2,1,2,4,2214
10,176.39999999999998,4.9,2.3,3,4,1,3,3143
16,3749.0,4.125,1.625,3,2,4,4,3424
1,150.0,5.0,2.0,1,4,1,3,1143
2,1154.0,5.0,6.5,1,4,3,1,1341
11,921.5,4.0,1.4545454545454546,3,2,3,4,3324
45,3353.48,3.6444444444444444,3.088888888888889,4,1,4,2,4412
13,1219.8899999999999,4.923076923076923,4.153846153846154,3,4,3,1,3341
1,45.0,5.0,1.0,1,4,1,4,1144
2,239.8,4.5,1.5,1,3,2,4,1234
12,1443.8000000000004,4.166666666666667,2.0833333333333335,3,3,3,3,3333
5,845.89,2.6,1.2,2,1,3,4,2314
55,7784.499999999997,4.363636363636363,2.0727272727272728,4,3,4,3,4433
13,235.87,3.769230769230769,2.923076923076923,3,2,2,2,3222
28,3793.0,4.25,3.25,4,3,4,2,4432
23,1396.7,3.6956521739130435,3.3164413431846675,3,2,3,2,3322
174,12777.669999999967,4.109195402298851,2.0992997177772836,4,2,4,3,4423
1,48.0,2.0,9.0,1,1,1,1,1111
19,4430.839999999998,3.0526315789473686,3.3217159775257588,3,1,4,2,3412
7,528.4,4.0,2.7142857142857144,2,2,2,3,2223
137,13894.709999999985,4.036496350364963,2.2846715328467155,4,2,4,3,4423
6,165.6,3.3333333333333335,2.0,2,1,1,3,2113
213,42753.51000000014,2.68075117370892,10.525324471856633,4,1,4,1,4411
2,159.8,1.5,3.5,1,1,1,2,1112
4,272.0,4.0,1.75,2,2,2,4,2224
3,38.699999999999996,4.333333333333333,2.6666666666666665,2,3,1,3,2133
1,49.0,5.0,1.0,1,4,1,4,1144
12,2005.0,3.0833333333333335,4.342716964415785,3,1,3,1,3311
1,59.0,5.0,1.0,1,4,1,4,1144
1,130.0,5.0,5.0,1,4,1,1,1141
11,337.8999999999999,4.909090909090909,4.2727272727272725,3,4,2,1,3241
6,293.99,4.333333333333333,3.1666666666666665,2,3,2,2,2232
3,1359.0,3.3333333333333335,2.3333333333333335,2,1,3,3,2313
13,560.6999999999999,4.3076923076923075,3.923076923076923,3,3,2,2,3232
2,141.82,4.5,4.5,1,3,1,1,1131
4,87.4,5.0,1.5,2,4,1,4,2144
5,683.08,4.8,2.4,2,4,2,3,2243
10,6252.0,4.7,2.8278150893247354,3,4,4,2,3442
7,1803.59,4.714285714285714,2.0,2,4,3,3,2343
96,4476.900000000003,4.541666666666667,1.6903974051379933,4,3,4,4,4434
9,359.33000000000004,4.444444444444445,2.5555555555555554,3,3,2,3,3233
64,8285.419999999995,4.203125,1.74306721541398,4,3,4,4,4434
31,6911.710000000001,3.5806451612903225,3.838709677419355,4,1,4,2,4412
21,1623.9000000000005,3.5714285714285716,3.9101239796661624,3,1,3,2,3312
88,4781.200000000001,4.261363636363637,1.5227272727272727,4,3,4,4,4434
20,1245.4199999999998,4.85,1.45,3,4,3,4,3344
7,2178.27,1.5714285714285714,9.039735841892478,2,1,3,1,2311
11,810.0,2.909090909090909,8.348586607249278,3,1,2,1,3211
43,9615.699999999993,4.348837209302325,3.0697674418604652,4,3,4,2,4432
38,2702.190000000001,4.578947368421052,2.0,4,3,3,3,4333
62,2517.4799999999996,3.870967741935484,4.467741935483871,4,2,3,1,4321
11,6719.849999999999,4.0,2.0,3,2,4,3,3423
6,241.4,4.333333333333333,4.166666666666667,2,3,2,1,2231
30,4583.0,4.233333333333333,1.5,4,3,4,4,4434
1,181.0,5.0,1.0,1,4,1,4,1144
5,256.89,4.6,1.8,2,3,2,4,2234
30,2554.2000000000016,4.266666666666667,4.0759383631082455,4,3,3,1,4331
3,84.0,1.0,2.3333333333333335,2,1,1,3,2113
46,981.6999999999994,4.456521739130435,1.934782608695652,4,3,3,3,4333
3,1177.0,2.3333333333333335,3.3333333333333335,2,1,3,2,2312
1,199.99,5.0,3.0,1,4,1,2,1142
2,699.98,4.0,2.5,1,2,2,3,1223
1,517.8,5.0,1.0,1,4,2,4,1244
38,8884.0,4.2368421052631575,2.210526315789474,4,3,4,3,4433
1,910.0,5.0,6.0,1,4,3,1,1341
6,276.39,3.0,2.6666666666666665,2,1,2,3,2213
1,29.99,5.0,4.0,1,4,1,2,1142
8,479.19999999999993,4.375,2.625,2,3,2,3,2233
1,45.0,1.0,3.278150893247353,1,1,1,2,1112
2,335.0,5.0,0.5,1,4,2,4,1244
42,6731.149999999995,4.333333333333333,2.0714285714285716,4,3,4,3,4433
26,1069.7000000000003,4.961538461538462,1.4230769230769231,4,4,3,4,4344
33,2807.0,4.121212121212121,8.333333333333334,4,2,3,1,4321
42,3905.0499999999975,4.214285714285714,3.0238095238095237,4,3,4,2,4432
6,3579.9399999999996,3.8333333333333335,1.5,2,2,4,4,2424
47,8152.480000000001,4.617021276595745,3.382978723404255,4,4,4,2,4442
126,10295.009999999984,4.357142857142857,1.7380952380952381,4,3,4,4,4434
4,213.20000000000002,5.0,2.0,2,4,2,3,2243
35,3661.03,4.228571428571429,2.6857142857142855,4,3,4,3,4433
20,6657.870000000001,4.05,6.65,3,2,4,1,3421
16,730.6699999999998,4.6875,1.1875,3,4,2,4,3244
6,507.4,4.833333333333333,2.3333333333333335,2,4,2,3,2243
10,165.00000000000003,4.6,3.5,3,3,1,2,3132
5,6787.5,4.4,2.0,2,3,4,3,2433
1,24.9,4.0,2.0,1,2,1,3,1123
78,6455.400000000002,4.0,1.9102564102564104,4,2,4,3,4423
6,823.1999999999999,3.0,3.2593836310824513,2,1,3,2,2312
24,922.5999999999997,4.041666666666667,5.541666666666667,3,2,3,1,3321
1,161.0,5.0,1.0,1,4,1,4,1144
1,10.9,2.0,6.0,1,1,1,1,1111
3,218.70000000000002,3.0,5.0,2,1,2,1,2211
1,21.99,4.0,1.0,1,2,1,4,1124
25,1773.0300000000002,3.88,4.76,4,2,3,1,4321
9,787.86,3.5555555555555554,2.888888888888889,3,1,2,2,3212
4,414.9,4.75,1.75,2,4,2,4,2244
1,8.0,1.0,3.278150893247353,1,1,1,2,1112
41,13422.240000000003,4.219512195121951,2.1707317073170733,4,3,4,3,4433
8,2332.3,4.625,3.125,2,4,3,2,2342
53,2349.9400000000005,4.415094339622642,1.8113207547169812,4,3,3,4,4334
1,119.99,5.0,4.0,1,4,1,2,1142
4,208.0,2.5,2.25,2,1,1,3,2113
6,454.6,4.0,1.8333333333333333,2,2,2,4,2224
43,1524.700000000001,4.441860465116279,2.3488372093023258,4,3,3,3,4333
2,558.9,4.5,2.0,1,3,2,3,1233
5,361.59999999999997,3.2,7.0,2,1,2,1,2211
7,414.5,3.5714285714285716,4.714285714285714,2,1,2,1,2211
2,299.8,3.0,7.139075446623677,1,1,2,1,1211
5,1115.0,4.4,0.8,2,3,3,4,2334
7,796.3999999999999,4.714285714285714,2.0,2,4,2,3,2243
13,1361.3000000000002,4.230769230769231,3.3076923076923075,3,3,3,2,3332
163,9617.76999999998,3.638036809815951,4.00239726666403,4,1,4,1,4411
2,119.4,4.0,1.0,1,2,1,4,1124
2,148.89,3.0,2.5,1,1,1,3,1113
23,2183.0699999999997,4.0,6.304347826086956,3,2,3,1,3321
240,5986.599999999993,4.0625,4.920833333333333,4,2,4,1,4421
58,6406.229999999999,4.672413793103448,1.603448275862069,4,4,4,4,4444
1,94.0,4.0,1.0,1,2,1,4,1124
30,1433.3000000000004,3.566666666666667,3.933333333333333,4,1,3,2,4312
1,135.98,5.0,2.0,1,4,1,3,1143
25,1611.9000000000008,4.76,2.16,4,4,3,3,4343
286,56345.54000000001,4.286713286713287,3.297202797202797,4,3,4,2,4432
3,204.93,1.0,3.278150893247353,2,1,1,2,2112
8,4536.99,4.0,5.75,2,2,4,1,2421
11,457.0,3.6363636363636362,9.272727272727273,3,1,2,1,3211
46,7355.799999999999,4.391304347826087,2.5,4,3,4,3,4433
1,25.0,1.0,3.278150893247353,1,1,1,2,1112
49,4096.960000000003,4.26530612244898,1.7959183673469388,4,3,4,4,4434
7,633.93,4.285714285714286,3.6111644133210503,2,3,2,2,2232
6,3779.9399999999996,4.0,14.833333333333334,2,2,4,1,2421
1,39.0,5.0,1.0,1,4,1,4,1144
5,345.0,4.8,2.8,2,4,2,2,2242
30,3694.5099999999998,3.966666666666667,2.85187672621649,4,2,4,2,4422
12,596.14,3.3333333333333335,7.833333333333333,3,1,2,1,3211
1,24.99,5.0,2.0,1,4,1,3,1143
5,119.97999999999999,4.0,5.2,2,2,1,1,2121
2,127.8,1.0,9.139075446623677,1,1,1,1,1111
627,40543.880000000034,3.9393939393939394,3.569377990430622,4,2,4,2,4422
10,288.70000000000005,4.6,2.3,3,3,2,3,3233
20,1871.7000000000005,4.0,3.213907544662368,3,2,3,2,3322
2,52.0,5.0,1.0,1,4,1,4,1144
17,1681.69,3.9411764705882355,1.9411764705882353,3,2,3,3,3323
10,523.3,4.1,1.8,3,2,2,4,3224
13,623.15,4.0,4.230769230769231,3,2,2,1,3221
5,8177.0,4.4,5.0,2,3,4,1,2431
8,344.19999999999993,4.125,1.5,2,2,2,4,2224
1,24.99,5.0,3.0,1,4,1,2,1142
1,145.9,5.0,3.0,1,4,1,2,1142
8,501.06999999999994,5.0,3.25,2,4,2,2,2242
11,761.0,3.8181818181818183,2.3636363636363638,3,2,2,3,3223
25,1593.5900000000001,3.8,2.491126035729894,4,2,3,3,4323
14,700.5899999999999,4.214285714285714,4.857142857142857,3,3,2,1,3231
4,1084.04,4.0,8.5,2,2,3,1,2321
15,2007.3800000000003,3.8666666666666667,3.2666666666666666,3,2,3,2,3322
1,41.9,4.0,3.0,1,2,1,2,1122
6,334.9,4.166666666666667,3.0463584822078924,2,3,2,2,2232
6,2219.6,3.5,2.8796918155412254,2,1,3,2,2312
8,1529.2000000000003,4.625,1.25,2,4,3,4,2344
1,35.0,1.0,2.0,1,1,1,3,1113
24,2463.52,4.208333333333333,3.076435528322586,3,3,3,2,3332
1,186.0,1.0,6.0,1,1,1,1,1111
1,29.9,4.0,7.0,1,2,1,1,1121
38,5002.9,3.736842105263158,2.1842105263157894,4,2,4,3,4423
1,11.9,5.0,6.0,1,4,1,1,1141
32,5751.6,3.96875,3.84375,4,2,4,2,4422
6,312.0,3.5,3.1666666666666665,2,1,2,2,2212
124,14381.759999999977,3.8306451612903225,3.0806451612903225,4,2,4,2,4422
1,315.0,5.0,5.0,1,4,2,1,1241
27,2726.74,3.888888888888889,2.3703703703703702,4,2,3,3,4323
3,103.69999999999999,4.666666666666667,1.6666666666666667,2,4,1,4,2144
53,7690.019999999997,3.981132075471698,3.0377358490566038,4,2,4,2,4422
61,3114.9000000000033,3.9672131147540983,2.2131147540983607,4,2,3,3,4323
4,599.6,4.75,3.5,2,4,2,2,2242
100,5430.849999999996,3.92,2.34,4,2,4,3,4423
5,206.64999999999998,1.0,3.2781508932473526,2,1,1,2,2112
4,2095.5000000000005,5.0,1.5,2,4,3,4,2344
15,3578.0,4.666666666666667,5.2,3,4,4,1,3441
43,4236.34,3.813953488372093,1.5813953488372092,4,2,4,4,4424
10,968.7999999999998,4.0,1.6,3,2,3,4,3324
33,9385.699999999995,3.909090909090909,3.303030303030303,4,2,4,2,4422
36,3746.4000000000024,3.7777777777777777,2.361111111111111,4,2,4,3,4423
161,4133.53999999999,3.68944099378882,2.31055900621118,4,2,4,3,4423
1,155.0,5.0,5.0,1,4,1,1,1141
14,1768.8700000000003,4.428571428571429,2.377010778089097,3,3,3,3,3333
5,3140.2799999999997,4.8,2.6,2,4,3,3,2343
5,402.6,3.8,2.255630178649471,2,2,2,3,2223
11,447.79999999999995,4.7272727272727275,3.6363636363636362,3,4,2,2,3242
1,105.0,5.0,3.0,1,4,1,2,1142
10,1999.5400000000002,3.9,2.9,3,2,3,2,3322
3,198.98000000000002,4.333333333333333,4.0,2,3,1,2,2132
8,2504.2000000000003,4.75,2.25,2,4,3,3,2343
3,608.5999999999999,3.3333333333333335,3.0,2,1,2,2,2212
10,1041.04,3.9,4.6,3,2,3,1,3321
3,215.0,4.666666666666667,1.6666666666666667,2,4,2,4,2244
9,1076.0,4.666666666666667,2.111111111111111,3,4,3,3,3343
24,790.6999999999998,4.166666666666667,2.0532562872186397,3,3,2,3,3233
10,928.91,3.9,3.855630178649471,3,2,3,2,3322
2,12.0,4.0,4.5,1,2,1,1,1121
2,594.0,5.0,1.0,1,4,2,4,1244
3,149.7,3.6666666666666665,2.0,2,1,1,3,2113
1148,94963.19999999965,4.09581881533101,3.2783591478976435,4,2,4,2,4422
49,3624.7199999999975,3.795918367346939,3.4081632653061225,4,2,4,2,4422
1,59.47,1.0,23.0,1,1,1,1,1111
99,9618.099999999982,4.171717171717172,5.585858585858586,4,3,4,1,4431
20,848.2999999999998,4.35,3.5,3,3,3,2,3332
2,300.0,4.0,1.0,1,2,2,4,1224
1,49.9,5.0,2.0,1,4,1,3,1143
101,5039.899999999999,3.9504950495049505,1.9207920792079207,4,2,4,3,4423
6,183.0,4.0,2.6666666666666665,2,2,1,3,2123
2,55.8,5.0,6.0,1,4,1,1,1141
1,59.9,5.0,3.0,1,4,1,2,1142
1,76.09,5.0,3.0,1,4,1,2,1142
10,2242.28,3.9,1.6,3,2,3,4,3324
7,505.0,4.857142857142857,3.0,2,4,2,2,2242
1,170.0,4.0,5.0,1,2,1,1,1121
2,700.0,4.5,8.0,1,3,2,1,1231
10,5398.999999999999,3.9,1.4,3,2,4,4,3424
7,973.5999999999999,3.5714285714285716,3.7540215561781936,2,1,3,2,2312
40,3829.7300000000005,4.325,1.825,4,3,4,4,4434
16,1313.9,3.0625,1.8125,3,1,3,4,3314
1,139.9,3.0,3.278150893247353,1,1,1,2,1112
3,200.6,5.0,3.0,2,4,1,2,2142
43,3955.7000000000003,4.209302325581396,1.7906976744186047,4,3,4,4,4434
7,569.6999999999999,4.428571428571429,1.4285714285714286,2,3,2,4,2234
7,909.3,4.714285714285714,3.0,2,4,3,2,2342
16,1244.95,4.5625,2.3125,3,3,3,3,3333
5,209.5,3.2,3.6,2,1,1,2,2112
7,1322.93,4.571428571428571,10.0,2,3,3,1,2331
38,2805.2000000000016,3.8157894736842106,2.289473684210526,4,2,3,3,4323
2,199.98,3.5,3.5,1,1,1,2,1112
2,84.0,2.0,3.278150893247353,1,1,1,2,1112
1,209.0,4.0,3.0,1,2,1,2,1122
1,70.0,1.0,2.0,1,1,1,3,1113
1,865.0,1.0,3.278150893247353,1,1,3,2,1312
10,1252.0,4.7,0.9,3,4,3,4,3344
11,8959.89,3.727272727272727,3.272727272727273,3,2,4,2,3422
9,389.84,5.0,3.4444444444444446,3,4,2,2,3242
12,373.8999999999999,5.0,2.25,3,4,2,3,3243
4,463.96,1.0,3.278150893247353,2,1,2,2,2212
10,1790.0,4.1,3.0,3,2,3,2,3322
47,3648.080000000002,4.25531914893617,2.3191489361702127,4,3,4,3,4433
8,1079.0,2.75,2.375,2,1,3,3,2313
31,6785.5599999999995,3.903225806451613,2.2903225806451615,4,2,4,3,4423
12,23168.0,2.25,6.0,3,1,4,1,3411
2,117.8,5.0,2.0,1,4,1,3,1143
30,1804.0099999999998,4.0,2.0,4,2,3,3,4323
1,42.9,5.0,5.0,1,4,1,1,1141
22,2058.0999999999995,4.2727272727272725,1.5,3,3,3,4,3334
5,568.78,4.2,13.6,2,3,2,1,2231
1,48.9,5.0,2.0,1,4,1,3,1143
1,32.99,5.0,4.0,1,4,1,2,1142
13,2571.95,4.230769230769231,8.0,3,3,3,1,3331
10,395.5,4.1,1.5,3,2,2,4,3224
238,17546.849999999973,4.126050420168068,4.622321863752056,4,2,4,1,4421
11,1595.3000000000002,4.363636363636363,2.1818181818181817,3,3,3,3,3333
23,782.0,4.956521739130435,1.565217391304348,3,4,2,4,3244
3,998.8,4.333333333333333,11.0,2,3,3,1,2331
21,862.9,4.714285714285714,1.7619047619047619,3,4,3,4,3344
5,423.6,5.0,2.8,2,4,2,2,2242
42,734.7999999999995,3.9523809523809526,2.4523809523809526,4,2,2,3,4223
5,849.5,4.8,5.0,2,4,3,1,2341
1,239.9,5.0,8.0,1,4,2,1,1241
5,1603.5,3.2,1.2,2,1,3,4,2314
2,247.99,4.0,1.5,1,2,2,4,1224
132,4118.860000000008,4.333333333333333,3.9015151515151514,4,3,4,2,4432
40,7703.0,4.2,2.1069537723311837,4,3,4,3,4433
3,49.6,1.0,9.0,2,1,1,1,2111
23,1354.0900000000001,4.6521739130434785,4.130434782608695,3,4,3,1,3341
22,3845.7000000000003,4.7272727272727275,1.1818181818181819,3,4,4,4,3444
3,62.699999999999996,3.6666666666666665,1.759383631082451,2,1,1,4,2114
21,3118.4,3.857142857142857,4.095238095238095,3,2,3,1,3321
21,2885.900000000001,3.9047619047619047,2.7142857142857144,3,2,3,3,3323
12,1487.8,4.25,2.523179241103946,3,3,3,3,3333
126,13149.39999999997,3.761904761904762,4.738095238095238,4,2,4,1,4421
18,1052.2499999999998,4.277777777777778,1.8888888888888888,3,3,3,3,3333
57,2968.8700000000003,4.175438596491228,4.952248261285042,4,3,3,1,4331
3,1151.0,2.3333333333333335,4.185433928831569,2,1,3,1,2311
5,649.95,2.8,9.8,2,1,2,1,2211
20,2867.1000000000013,1.25,3.3503358039226163,3,1,3,2,3312
1,29.9,5.0,5.0,1,4,1,1,1141
112,8194.0,4.375,1.7946428571428572,4,3,4,4,4434
1,23.9,5.0,6.0,1,4,1,1,1141
5,2349.0,4.8,2.0,2,4,3,3,2343
13,1186.5,4.0,1.3846153846153846,3,2,3,4,3324
1,189.9,4.0,2.0,1,2,1,3,1123
1,75.0,1.0,13.0,1,1,1,1,1111
2,94.8,3.0,1.0,1,1,1,4,1114
41,4249.5899999999965,4.560975609756097,1.8048780487804879,4,3,4,4,4434
153,18729.639999999992,3.7516339869281046,3.0998571953807015,4,2,4,2,4422
95,13696.899999999983,3.8210526315789473,2.9473684210526314,4,2,4,2,4422
2,94.8,2.0,5.0,1,1,1,1,1111
1,199.0,5.0,1.0,1,4,1,4,1144
3,252.8,4.666666666666667,1.3333333333333333,2,4,2,4,2244
3,107.0,5.0,2.0,2,4,1,3,2143
1,64.99,5.0,4.0,1,4,1,2,1142
3,129.79,4.666666666666667,3.3333333333333335,2,4,1,2,2142
6,1680.1000000000001,2.5,7.305742113290343,2,1,3,1,2311
14,4955.42,3.857142857142857,3.0,3,2,4,2,3422
44,3835.8000000000025,4.068181818181818,2.4318181818181817,4,2,4,3,4423
1,19.99,3.0,5.0,1,1,1,1,1111
8,6729.5,4.5,2.125,2,3,4,3,2433
2,59.8,2.5,6.139075446623677,1,1,1,1,1111
12,1104.8899999999999,4.833333333333333,2.0,3,4,3,3,3343
2,756.76,2.5,4.5,1,1,2,1,1211
2,2718.0,5.0,6.0,1,4,3,1,1341
1,1299.0,5.0,17.0,1,4,3,1,1341
41,5589.1299999999965,3.8292682926829267,1.8984012848717575,4,2,4,3,4423
4,129.46,4.5,2.0,2,3,1,3,2133
61,4838.229999999998,4.049180327868853,4.259581191471182,4,2,4,1,4421
3,102.69999999999999,3.6666666666666665,2.0,2,1,1,3,2113
1,87.9,5.0,1.0,1,4,1,4,1144
11,3415.7000000000003,4.363636363636363,3.5454545454545454,3,3,4,2,3432
542,128111.1900000011,4.1531365313653135,3.1716967893463486,4,2,4,2,4422
5,250.41,4.4,2.0,2,3,2,3,2233
21,1108.8600000000001,4.190476190476191,2.0952380952380953,3,3,3,3,3333
3,1564.99,3.6666666666666665,3.0,2,1,3,2,2312
3,182.70000000000002,4.666666666666667,5.0,2,4,1,1,2141
12,2522.0,4.083333333333333,1.5833333333333333,3,2,3,4,3324
2,127.5,3.0,4.639075446623677,1,1,1,1,1111
91,20510.139999999996,3.758241758241758,1.7283313284972237,4,2,4,4,4424
221,9903.449999999986,4.090497737556561,2.0140841790633006,4,2,4,3,4423
1,1099.0,2.0,2.0,1,1,3,3,1313
1,264.0,5.0,6.0,1,4,2,1,1241
151,12271.709999999968,4.046357615894039,4.230691739600941,4,2,4,1,4421
3,175.70000000000002,4.666666666666667,2.3333333333333335,2,4,1,3,2143
1,150.0,4.0,4.0,1,2,1,2,1122
1156,229472.6299999981,4.112456747404845,2.7528357706688995,4,2,4,3,4423
7,879.3,4.428571428571429,0.8571428571428571,2,3,3,4,2334
2,290.26,5.0,2.5,1,4,2,3,1243
3,307.0,4.0,11.0,2,2,2,1,2221
3,57.0,5.0,3.0,2,4,1,2,2142
6,397.8,4.166666666666667,1.0,2,3,2,4,2234
34,345.5999999999999,5.0,5.235294117647059,4,4,2,1,4241
11,555.71,2.6363636363636362,2.2071046266588503,3,1,2,3,3213
38,1077.1000000000008,3.3684210526315788,4.7894736842105265,4,1,3,1,4311
33,5421.9,4.0606060606060606,7.9865545995907485,4,2,4,1,4421
2,2840.0,3.0,2.6390754466236768,1,1,3,3,1313
12,660.0,4.583333333333333,3.0,3,3,2,2,3232
1,8.49,5.0,4.0,1,4,1,2,1142
2,76.0,5.0,4.0,1,4,1,2,1142
19,2356.6099999999997,3.5789473684210527,1.736842105263158,3,1,3,4,3314
1,89.0,4.0,5.0,1,2,1,1,1121
74,2211.100000000002,3.8378378378378377,1.5405405405405406,4,2,3,4,4324
5,365.0,4.8,1.2,2,4,2,4,2244
5,1539.5,3.8,2.4,2,2,3,3,2323
